username,comment,image,star,time,idProduct
haufamhp,"Sản phẩm quá tuyệt, bao xịn mịn đẹp ngoài mong đợi. Quá ưng chất lượng. Rẻ mà chất. Sẽ ủng hộ dài dài luôn cho shop nạ. Iêu nhắm 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰",,5,1607609344,7353912449
minnhngoc,Nsuebdhhdkwbwhsbudhwhwbejehdhdjdndhehdjhfftbrheheb,,5,1610254198,7353912449
caolehoangyen,"Đóng gói cẩn thận. Giao hàng nhanh. Shop tư vấn nhiệt tình
Đáng giá 5*. Nên mua mn nhé! Hihihih",,5,1609935802,7353912449
thuydo_2511,"Đóng gói cẩn thận, hàng phù hợp giá tiền, sản phẩm ổnnnnnnnn",,5,1609849468,7353912449
boytran81,Máy nguyên seal hàng chính hãng. Shop đóng gói có dán niêm phong cẩn thận,,5,1598087171,4339646384
hieupeter,"không cài sẵn tiếng việt, mua xong vẫn tốn thời gian 7 ngày unlock, lỗi gps banh xác chả làm ăn gì",,3,1596810752,4339646384
annyie2020,Chơi game tốc chiến cực mượt rất đáng đồng tiền ,,5,1610647848,4339646384
hangbui866,Ok tot,,5,1607988494,4339646384
nguyenquangvinhxyz,"Sản phẩm chất lượng cao , nguyên seal , không bị móm méo hay đã qua sử dụng .",,5,1607921090,4339646384
hoangthuaphung,...,,5,1605348724,4339646384
phihaiq7,"Điện thoai bao test lun đợi 7 ngày sau up rom Tiếng Việt
Shop rất chu đáo ",,5,1606568622,4339646384
ntkgamingvn2002,"Sp quá đẹp còn nguyên seal, hàng tốt trong tầm giá, shop tư vấn rất oke ! 5 sao không nói nhiều",,5,1605528490,4339646384
metohoho,"Sản phẩm tốt tuy nhiên cài tiếng việt vẫn chưa triệt để, vẫn còn app tàu",,4,1605606577,4339646384
quochung1998xxxx,I3ururururhbfbfbb,,5,1605840293,4339646384
thienthuat186,"Shop bọc rất cẩn thận, máy mới nguyên seal, chất lượng như bài đăng. Thái độ shop phục vụ rất nhiệt tình hỗ trợ. Ủng hộ shop",,5,1605254583,4339646384
vovanminh923417,"Mình nhận hàng mà điện thoại siêu đẹp ý, sử dụng cực vừa ý luôn, hàng giao khá nhanh mà gói hàng mình nhận được đóng gói kĩ càng lắm ",,5,1602856944,4339646384
vanbon_shop,Giao hàng hơi chậm...hàng ngon...nguyên seal..thích là phải nhích,,5,1600273342,6247404150
h7ovmr1b8b,Chất lượng sản phẩm rất tốt đẹp,,5,1610443982,6247404150
bh298991,"Ok điện thoại đẹp, giá rẻ nữa.",,5,1608117822,6247404150
nguyenkieuduyen112,,,5,1609945506,6247404150
7uri29pwf0,,,5,1610442653,6247404150
jfrgf8x7rk,,,5,1610444110,6247404150
butistillwantyou_jk,"Ốp fit máy, mỏng hơn ốp chống bẩn 1 tí thôi, bẩn lấy khăn ướt lau là sạch",,5,1609565143,7353912449
chienlung123,"Rất ok ré hơn ngoài quán rất nhiều mọi người nên mua về dùng. Hàng gửi rất nhanh 
",,5,1606887389,7353912449
huyentrang262,"Ốp màu rất xinh và lạ, viền vuông siêu đẹp. Sẽ ủng hộ shop dài dài. Lười chụp nên lấy ảnh ko liên quan sorry mọi người ",,5,1609163070,7353912449
hoangcnkt,"Ốp đẹp chất lượng, cầm chắc tay rất thích, màu pastel hơi ngả tím",,5,1609209056,7353912449
huongbeooo2829,Ốp siu đẹp luôn mọi người ạ 😙,,5,1606707722,7353912449
g*****s,"rất đẹp giao hàng nhanh đóng gói chắc chắn , nma cảm giác như shop giao e sai mẫu hay sao ý mà bị thừa chỗ ở phần đáy ốp",,5,1609004169,7353912449
t*****7,Máy nguyên seal mới đập hộp đang cài đặt mua ở shop này rồi nên mua thêm cái nữa uy tín giá cả hợp lý ,,5,1609134871,4339646384
hathanhnhan16,"Shop giao hàng nhanh,sản phẩm đẹp tuy nhiên về khâu đóng gói thì không được tốt và còn sơ sài. Mình đang đợi 7 ngày để unlock máy còn về chất lượng thì còn phải trải nghiệm thêm.",,4,1605535138,4339646384
taipham75,"Điện thoại rất đẹp, chạy ổn, nhanh. Có điều shop hướng dẫn không đúng nên cài đặt ch play rất lâu mới xong được.",,5,1605359463,4339646384
biendo2411,"Máy nguyên seal, cấu hình ngon trong tầm giá. Đóng gói sản phẩm chắc chắn và giao hàng rất nhanh. Sẽ tiếp tục ủng hộ shop.",,5,1604070515,4339646384
kimque264,"Mình rất hân hạnh là người comment review đầu tiên về sản phẩm này của Shop
Mình đập hộp nguyên seal rất là đẹp, uy tín.
Hiện mình đang xin quyền unlock 7 ngày, được shop support hỗ trợ rất tốt qua zalo
Shop chăm sóc bán hành cũng tốt,thông tin tình hình hàng về đầy đủ. Chúc shop mua may bán đắt.",,5,1595084177,4339646384
bvbonvivant,"Hàng giá rẻ, giao nhanh, gói kỹ. Cam ơn shop hỗ trợ hướng dẫn cài đặt 
",,5,1598413713,4339646384
6mj752utw8qhfbsz1wbhp9ifg0xx,,,5,1602731400,6247404150
vuonglac_1961,,,5,1602597551,6247404150
lequatreact,,,5,1602597486,6247404150
phanphecongqn,,,5,1602597522,6247404150
halao.1973,,,5,1602597344,6247404150
fantasibaby,Shop giao hàng nhanh giao đúng màu đc tặng cường lực và tai nghe đã cài tiếng việt sẵn mỗi tội dán cường lực 9d dày quá ốp lưng vào bị cạ viền cường lực dẫn đến bị bong loang 2 mép trên!,,5,1587627733,2854683877
hongthai27051980,"Điện thoại nguyên seal, đã cài rom tiếng việt, flash sell giá tốt",,5,1588226143,2854683877
hoa166,Hàng chuẩn không tì vết ,,5,1587965726,2854683877
tuanchelsea1991,Mua bản có tv. Thấy máy đơ lag chưa biết sao để dung thêm mấy ngày xem ntn,,3,1589299319,2854683877
phanthekhuebt,,,5,1609165524,2854683877
huythovp,,,5,1599812707,2854683877
rexvnerie,,,5,1589950193,2854683877
diephoang1,,,5,1589860458,2854683877
m*****3,,,5,1589333935,2854683877
phukiendidongstore,,,5,1589164461,2854683877
hungcuong8484,,,5,1587561697,2854683877
ngoctrangg,,,5,1587125175,2854683877
vickyle0825,"Ốp đẹp lắm shop ơi, nhận được hàng mà thích lắm ấy. Màu nổi và sắc nét lắm. Shop ship hàng rất nhanh.",,5,1609236532,7353912449
nit.8896,Shop giao hàng nhanh. Hàng chuẩn đẹp. Thông tin đơn hàng cụ thể cho người mua. Sẽ ủng hộ thêm,,5,1610792640,7353912449
b*****n,"Ốp xinh muốn xĩu luôn ớ , ốp này mấy bạn dùng 11 ốp vào i xì 12 nhá 😝😝",,5,1608445766,7353912449
p*****8,,,5,1610109414,7353912449
lee12333,"Yayyyyyyyyyyyyyy nhìn ổn phết áaaaaaa
Aaaaaaaaaaaaaaaaa",,5,1609663377,7353912449
thanhth46,"Èo ôi ốp gì vừa hịn vừa rẻ luôn á! Tar nói mê luôn, ở ngoài màu nó là tím nhạt nhé mn ơi chứ k có như trog hình đâu",,5,1610545924,7353912449
nhn78,"Dùng hơi lag một tý nhưng chấp nhận với giá tiền, hàng chính hãng",,5,1608625877,7363861807
khanguyenminh3110,"Sản phẩm này tui thấy rát chất lượng, shop còn tặng luôn cả ốp lưng siu cute nữa ",,5,1608849669,7363861807
chientrandz,Sp tốt 👍👍,,5,1610704687,7363861807
hoanpltn,"Máy dùng ok nhưng chỉ có cái chụp ảnh hơi xấu
",,4,1609761743,7363861807
athoan,,,5,1610582683,7363861807
nhotran78,,,5,1610021491,7363861807
dolliii,Ok,,5,1606733081,3914727869
nhuhung689,kính nhỏ viền đen dày.ăn vào màn trong khá nhiều còn chưa tính lớp kính cũ đã ăn vào 1 ít.phần cắt chỗ loa thoại nhỏ hơn nhiều so với loa với kính nhỏ nên nó cũng không gần sát loa. thôi bỏ phí 1 tuần đợi,,1,1605678730,3914727869
kirichan,Viền đen lộ rõ ,,4,1602437871,3914727869
t*****8,"Dán xong thấy rất ưng ý, vừa vặn phết",,5,1600274577,3914727869
sam021001,Giao đủ hàng nhưng mà ít giấy lau quá. Không ngờ kính cường lực cũng khá tốt ,,5,1594341367,3914727869
thua13,"vẫn rất đẹp nha mình mua vài lần rồi 
rất ưng",,5,1596337743,3914727869
bdsquanglocbds,sp rất ok. mình rất hài lòng,,5,1610272283,5537645743
thaihoa_17,Hàng xịn ,,5,1609117023,5537645743
iam08r7rp0xop1y2nq9kvpm81m_a,Shop giao hàng nhanh hàng đóng gói tốt sản phẩm đúng với hình ảnh quảng cáo chất lượng tốt ,,5,1604099348,5537645743
quoclui9,Shop bán chênh giá cao quá. Các shop khác bán rẻ hơn 100k. Lần sau thì mua chỗ khác,,5,1603895899,5537645743
wuhoatu,Chỉ 1 chữ NGON.,,5,1603807825,5537645743
roggamer,"Mặc dù có trục trặc bên phía giao hàng nhưng chất lượng sp rất tốt , đóng gói chắc chắn , sp còn nguyên seal, đúng chuẩn sạc nhanh ",,5,1603962163,5537645743
trannhunghoangkhanhngoc,"Giao đầy đủ, vừa máy , siêu ưng khoản đóng gói nhaaaa, giá lại rẻ cực kì nx, sẽ quay lại ủng hộ",,5,1604639359,3914727869
chuot31,"Chất lượng tốt đủ hàng ,đợi dán coi sao,đóng xốp chắc chắn lắm",,5,1602656141,3914727869
anne._.rosaleen,"Okla:33
Bọc qua 1 lớp xốp dày nên yên tâm k lo ảnh hưởng sản phẩm",,5,1598543294,3914727869
l*****i,"Chất lượng sản phẩm tuyệt vời 
Đóng gói sản phẩm chất lượng... ",,5,1609823536,3914727869
dothihangnga_08121109,,,5,1607571710,3914727869
l*****1,"K biết đơn vị vận chuyển ntn làm vỡ góc của mình, mặc dù đóng gói khá cẩn thận. ",,5,1606705522,3914727869
thahnu,"Chất lượng sản phẩm tốt, màu ốp nâu đậm hơn so với ảnh chụp. Đáng tiền",,5,1592914946,3914727869
nttrang309,"Hàng bọc chắc chắn, kính cường lực tốt, che phủ vừa vặn, có viền đen nhưng vẫn ổn, cho 5*.",,5,1584357504,3914727869
kimhau98,"Giao hàng chạm xíu, chất lượng tốt hàng đủ số lượng mmmmmmmmm",,5,1586867892,3914727869
tthao2,Ốp đẹp .giao hàng hơi lâu bởi vì hàng nước ngoài . shipper nhiệt tình sẽ ủng hộ shop tiếp tục,,5,1594192859,3914727869
m*****4,"Kính dán thì ok, kính camera thì ko khớp với máy. 😓😓😓😓😓😓😓😓😓😓😓",,3,1589511412,3914727869
thua13,ok,,5,1593951858,3914727869
m*****g,"Sản phẩm như hình ảnh Shop đăng. Tuy nhiên nó không có dây sạc đi kèm, chỉ có duy nhất 1 cục sạc. ",,5,1610386026,5537645743
nguyen_diemthu,"Cục sạc cầm cũng khá nặng tay, đã sạc thử thấy ổn..................... ",,5,1605437779,5537645743
t*****o,"Giá sale 275k làm mình khá ưng ý. Sản phẩm chuẩn chính hãng, check code là lần đầu tiên kích hoạt. Đẹp và đầm tay, sạc thích. Shop nên có thêm case cho sạc để khách mua kèm deal hoặc tặng kèm nhé. Như mình phải mua case ở shop khác mất phí ship",,5,1605791675,5537645743
trangnhung4321,"Giao hàng siêu nhanh, check code sản phẩm đúng hàng chính hãng mình rất yên tâm",,5,1604152482,5537645743
giahanguyen,"Đóng gói sản phẩm rất tốt, giao hàng nhanh chóng, chất lượng khá ổn nhé",,5,1603858874,5537645743
lamanh852002,"Shop giao hàng đúng hẹn, mặc dù mưa nhưng vẫn giao đúng ngày. Sạc đẹp, đóng gói cẩn thận còn có giấy bảo hành của shop nữa :3 dùng thử 1 thời gian sẽ feedback lại >.<",,5,1602767085,5537645743
tuancruise,"Sạc nhanh và nhỏ gọn, nhưng dung lượng thật thì tầm 7-8000mAh thôi vì mình sạc đc 2 lần rưỡi điện thoại của mình.",,5,1604748502,5537645743
ducchiend,Mở ra thì đã bị bóc tem. Xem hộp có vẻ hàng xịn. Nhưng thông số đầu ra 2 cổng không giống thông số in trên vỏ,,4,1604399931,5537645743
gmwolf,"Sản phẩm vừa tay, Bằng chiếc điện thoại. Mát lạnh khi cầm. Sạc ok có sạc nhanh. Sản phẩm tốt đáng mua. ",,5,1604032029,5537645743
phamnhi216,"Giao hàng nhanh, shop tư vấn nhiệt tình, rep nhanh. Hài lòng
",,5,1603964870,5537645743
m*****0,Tên bị cắt nút nhấn bị thụt vào trong ,,1,1602854215,5537645743
hoangoanh2710,"Lần đầu sạc ngon lành, mấy lần sau thì lúc sạc được lúc không. Chán thật sự",,1,1603946431,5537645743
