Username,Comment,Rating,Time,IdProduct
vaaaaaaaa32,"Video chỉ mang tính chất nhận xu
chất lượng sản phẩm so vs giá tiền là hợp lý.
Điện thoại cấu hình được.",4,2020-11-19 21:02:14,3355289986
cana2407,"Mua dc giá sale, điện thoại thì đẹp lắm luôn, shop giao hàng nhanh, mới trải nghiệm thì thấy dt mượt, xài ok.",5,2020-11-14 23:27:14,3355289986
dangthihoai_7301.,Sản phảm chất lượng giao hàng nhanh sẽ ủng hộ lâu dài,5,2021-01-11 13:50:31,3355289986
thanhthuong1996,Vbjsbjd. Jnsusnsj kjsjsbsi jbssindi jsjdjjdfb jsjdjdjdi jsjiddbud gaguavsu jdjdidnjd hsnisbej jsjsjdbh hsjsbdi jsjdjdi jsjjenedni hsjsjdbjd ,5,2021-01-16 12:46:54,3355289986
huynhthikimluong,"San phẩm chính hãng, check bảo hàng vẫn chưa thấy, hy vọng sau khi đánh giá sẽ thấy ngày dc bảo hành, cảm ơn ạ",5,2021-01-15 18:19:51,3355289986
a*****6,"Sản phẩm đóng gói chắc chắn, mới nguyên, đẹp như trong hình 🤩🤩",5,2021-01-08 12:34:32,3355289986
hotro,"Giao nhanh,  gói kĩ,  máy đẹp,  giá tốt hơn mua bên ngoài. ........................................",5,2021-01-13 11:32:54,3355289986
thuy_chi_2015,"Nghía con này lâu lắm rồi, nhận được hàng ưng cái bụng. Màu này thiên về màu xanh như hình nhé.Hàng còn nguyên seal và bì bao bọc bên ngoài
Shop đóng gói cẩn thận lắm nhé. 
Cho shop 5*+ lun nha",5,2020-12-15 23:26:23,3355289986
n*****2,Sp xài cũng ổn chụp hình ko đẹp lắm giá phù hợp với tầm trung giao hàng nhanh ,5,2020-12-18 19:39:42,3355289986
anhdaondt,"Đẹp đóng gói cẩn thận , giá cả phù hợp 😳😳😳😭😳😳😳😳😳😳😳😭🤔😭😁😁😁😁😭😭😁",5,2021-01-05 17:59:33,3355289986
p*****i,"Giao hàng nhanh, điện thoại nguyên seal, dùng khá mượt, pin trâu . Uy tín
",5,2021-01-07 19:43:51,3355289986
1908.1986,"Sản phẩm ổn, giao hàng nhanh, đóng gói cẩn thận. 
Tốt trong tầm giá. ",5,2021-01-04 19:57:47,3355289986
songnhivu,"Hi, mua hộ ng quen nên quên ko chụp lại. Túm lại là máy đập hộp, nguyên đai, nguyên kiện mà mua lại còn rẻ hơn ngoài cửa hàng. Dùng mướt mườn mượt nhé.😉",5,2021-01-04 21:20:42,3355289986
nam6058,"Hàng giao y như mô tả, chuẩn zin bóc hộp. Chưa biết chất lượng độ bền ra sao. Sạc đầy dùng vào mạng lướt web từ sáng tới giờ 12 tiếng rồi mới hết 50% pin....",5,2021-01-01 18:26:52,3355289986
aiphuong19,"Điện thoại đẹp, nhìn sang. Pin khoẻ, chụp hình khá ảo.Xài cũng cả tuần rồi chưa thấy lỗi lầm gì. Hy vọng bền. Shop giao nhanh.
Mắc cừ là sale cũng 2tr830. Giá không sale cũng 2tr830. Canh chetme rồi mua y 1 giá 😂😂😂😆😆😆😆",5,2021-01-05 04:10:33,3355289986
bohungmehoa,"Nhìn chung là ổn, bền hay không thì phải dùng mới biết",5,2020-12-28 08:42:13,3355289986
phubtbt,"Điện thoại đẹp giao hàng nhanh 
Chúc shop mua may bán đắt",5,2021-01-15 14:40:34,3355289986
hathibop,Sản phẩm rất là ok. Sẽ ủng hộ lần sau. ,5,2021-01-13 19:32:40,3355289986
g*****n,"Hình ảnh chỉ mang tính chất k minh hoạ
Đt dùng rất tốt  _ trong tầm giá 3tr thì như mày là rất ok r 😍",5,2020-12-15 19:50:01,3355289986
shopnhub,"Giao hàng nhanh , nguyên đai phụ kiện ko thiếu đồ nào ,sau 2 hôm ngon lành cành đào ,lần đầu mình mua đt trên mạng lên đánh giá hơi chậm, sản phẩm quá tuyệt vời",5,2021-01-08 06:59:27,3355289986
phuduong01659,Hàng chất lượng cao giá cả hợp lý giao hàng nhanh chóng tận tình chu đáo,5,2020-12-15 23:48:51,3355289986
nalusshop1985,Sp đúng theo mô tả. Shop hỗ trợ nhiệt tình. Rất hài lòng. Sẽ ủng hộ tiếp 🙌,5,2020-12-15 13:57:41,3355289986
meocon95,"So với tầm giá thì khá ổn, điện thoại mới nguyên tem mác, bền hay k thì sau mới biết",5,2020-12-12 10:48:33,3355289986
tra2412.2002,"Hàng chính hãng dgjklbdbxhlhdagvbb
",5,2020-12-17 22:29:08,3355289986
thuy.vuong.6,"ĐT Vivo có kèm bao trong,  dán màn hình sẵn, camera trước rõ hơn sau. OK nha",5,2020-11-14 16:06:55,3355289986
sinhbui68,"Sản phẩm quá rẻ và tuyệt vời, shop rất nhiệt tình tư vấn. Cảm ơn shop ",5,2020-11-13 14:11:07,3355289986
n*****5,"Màu trắng đẹp. Sản phẩm nguyên hộp, tem. Giá rất hợp lý. Jkjjjj",5,2020-12-26 11:29:38,3355289986
hue_262,"Mua lần 2, giao nhanh, gía lần 2 ngang giá 12.12. Mất công săn sale đêm. Nguyên seal. Chuẩn imei hãng.",5,2020-12-23 17:57:43,3355289986
tranquochuy1206,"Hàng đẹp, khá tốt. SHOP đóng gói cẩn thận,  giao nhanh. Màu sắc sản phẩm đẹp,  sang. Sẽ mua thêm sản phẩm",5,2020-12-19 10:56:49,3355289986
hue_262,"Hàng chuẩn imei hãng, giao nhanh, nguyên seal, mua hộ ko biết dùng có đơ ko",5,2020-12-23 17:55:35,3355289986
x*****5,Điện thoại ok vs tầm giá này cảm ứng cảm giác k đc nhạy cho lắmhhhh,5,2020-11-25 22:32:12,3355289986
carolinephan1812,"Giao hàng nhanh, chất lượng sản phẩm nhìn tốt, hy vọng sẽ bền và sử dụng tốt",5,2020-12-20 14:23:12,3355289986
linh_xinap,"Đóng gói cẩn thận, giao đúng màu đúng hàng, máy màu trắng siêu đẹp. Còn xài tốt ko thì vài ngày nữa m đánh giá lại",5,2020-11-16 13:51:35,3355289986
uyen1392,"Điện thoại siêu đẹp luôn, mình mua 2 màu, màu trắng ở ngoài đẹp vô cùng, shop giao hàng nhanh nữa 💜",5,2020-11-14 21:18:17,3355289986
bina9p8,"Sdt rất dẹp sài mượt, màu xanh thiên thanh, giao hàng nhanh, chính hãng và có bảo hành đầy đủ",5,2020-10-26 19:53:59,3355289986
saclay,"Mình mua nhiều lần bên shop rồi chưa lần nào thấy không hài lòng, lần nào cũng ok, hàng ổn giá phải chăng...  giao hàng nhanh, gói hàng cẩn thận.... ",5,2020-11-16 15:09:32,3355289986
k*****o,"Sản phẩm đẹp, hàng mới nguyên kiện, hy vọng sử dụng tốt như ý muốn",5,2020-11-18 17:35:18,3355289986
h*****8,"Đẹp, giá sale mang lại một deal khá tốt cho dòng sản phẩm này.",5,2020-11-17 01:28:11,3355289986
nguyentthuylinh90,"Ảnh chụp của Cam trông cũng ok phết 
Ram bộ nhớ ổn
Chip thì yếu 
Đang tét có gì đánh giá thêm 
Thank Shop ",5,2020-12-03 19:35:57,3355289986
chrysanthemum_shop,"Utzuezyrtetsattzsidxuhdxxuuxixixjxdfutfdhswbabwbve
",5,2020-11-15 14:54:36,3355289986
cunluna_96,"Điện thoại dùng ok mượt, chụp ảnh hơi ảo, mua cho bố nên k yêu cầu cao lắm",5,2020-12-01 14:16:27,3355289986
t*****n,"máy ưng lắm luôn màu đẹp,mua sale BF nên khá rẻ,giao diện lẫn cấu hình đều xinh",5,2020-12-01 18:37:22,3355289986
leyenlove,"Chất lượng sản phẩm tuyệt vời 
Đóng gói sản phẩm rất chắc chắn 
👌👌👌👌",5,2020-11-27 16:57:03,3355289986
x*****4,"Shop giao hàng nhanh.
Máy chính hãng nguyên seal + đúng màu đã đặt.
Để dùng 1 thời gian đã rồi đánh giá chất lượng sau 😊",5,2020-10-26 11:32:10,3355289986
chinh.1967,Giao hàng nhanh chóng đóng gói chắc chắn sẽ ủng hộ lần sau....,5,2020-11-21 20:11:23,3355289986
thiennhienongrung396,shop giao hàng nhanh giá siêu siêu rẻ . sản phẩm chất lượng. cảm ơn shop,5,2020-10-26 13:48:50,3355289986
t*****8,Điện thoại đẹp. Camera chụp hk nét lắm. Cầm khá nặng tay.....,5,2020-11-15 00:26:03,3355289986
hoangnhatbaokhoi,"Hình ảnh k liên quan ,đt đẹp giao hàng nhanh",5,2020-11-20 15:43:44,3355289986
kim_bomi,"Điện thoại đẹp, trộm vía xài vẫn ổn định. Cám ơn shop nhiều <3 !",5,2020-11-14 11:27:43,3355289986
n*****2,"Màu đẹp, đóng gói kĩ, chưa sử dụng nên chưa bik chất lượng ntn.. 😁😁",5,2020-11-08 19:45:55,3355289986
hiendieu90,,5,2021-01-14 16:32:45,7659194604
depxopbinhduong,,5,2021-01-14 14:14:57,7659194604
tuanngoc426,,5,2021-01-12 09:26:40,7659194604
duongconuong96,Hàng quá là ok ạk. Mua đt trên mạng ai bit cũng cười trêu. Mình thấy bt mà sao lại cười nhỉ,5,2021-01-18 23:33:27,7659194604
nhatnguyenviet97,Màu ko đẹp lắm,4,2021-01-14 11:56:33,7659194604
caolanh72,Shop giao hàng nhanh. Hàng nhìn đẹp. Đầy đủ phụ kiện. Hy vọng sài ok. Sẽ ủng hộ shop nếu có mua lần sau,5,2021-01-07 17:27:56,7659194604
miucon14,Shop giao nhanh và đầy đủ phụ kiện. Tạm thời thấy máy chạy rất mượt. Chụp ảnh nét luôn,5,2020-12-10 11:37:00,7659194604
myhuongnt,,5,2021-01-16 10:20:51,7659194604
minhduongkhang,,5,2021-01-15 16:54:29,7659194604
cucbonggon24,"Giao hàng siêu nhanhhhhhhh
Chất lượng tốt
Thanks shop nhiềuuuuuuuuuuuuuu",5,2021-01-01 07:34:36,4460537443
t*****h,"Máy nhỏ. Khó dùng dấu phẩy trên bàn phím.
Nói chung là nói chung.",5,2020-12-31 19:59:07,4460537443
thuythuy_259,"máy nhỏ, nhẹ, cầm có cảm giác cầm đồ chơi, nhân viên cskh nhiệt tình, giao hàng quá lâu, hộp đựng bị méo móp, vận chuyển ko nhẹ tay.",5,2020-12-25 11:03:41,4460537443
uyenkle,máy mua ok 👍 😊😊😊😊😊😊😊😊👌😊😊👌👌😊👌👌👌👌👌👌😊👌👌👌😊👌👌👌👌😩👌👌👌👌😩😩😩👌👌👌👌👌👌😂💕,5,2020-12-26 15:25:29,4460537443
v*****0,"Giá sale còn 1tr7, cấu hình đúng mô tả, đóng gói cẩn thận, giao nhanh. Máy dùng ok, dùng thử mấy ngày chưa thấy lỗi gì.",5,2020-12-20 01:53:27,4460537443
anbinh1980,"Đóng gói cẩn thận, kỹ lưỡng, sản phẩm đẹp, nhỏ gọn, mới 💯, chất lượng thì chưa đánh giá được, hình ảnh sắc sảo... ",5,2020-12-15 14:57:39,4460537443
g*****6,"Sản phẩm cũng ok lắm ạ. Giao hàng nhanh
Dhdbsisnsgwgfdgshsh",5,2020-12-27 23:45:53,4460537443
nhih36024,"Giao hàng nhanh, tuy mua sale nhưng cx ko rẻ hơn mấy. Mua shopee mall nên cx yên tâm",5,2020-12-15 12:21:04,4460537443
v*****9,"đóng gói chắc chắn, shop tư vấn tốt. Máy nhỏ gọn nhẹ, chạy mượt, tốt trong tầm giá, có điều không tìm mua được ốp lưng và kính cường lực phải đặt mua trên mạng.",5,2020-12-09 20:39:07,4460537443
r*****g,Giao nhanh dong goi can than tot tot tot tot lăm luon. Se ung ho tiep theo,5,2020-12-26 09:55:07,4460537443
2sfl1zkg7w,Rjdjnz d kdebsisks kdoejrbdk ksksbeek ksksnssnsk kskdndkeke kdkdnbddhdjke ksksndndjd jdkdkdnekejedj hdjd,5,2020-12-09 16:36:03,4460537443
ngoc_anh1509,Hàng giao nhanh. Sản phẩm tạm ổn. Phù hợp giá tiền.  Hi vọng là dùng tốt,5,2021-01-04 23:26:34,4460537443
w*****7,"Điện thoại mua cho mẹ mình dùng chủ yếu để lướt web 1 chút, sài cũng tốt. 1 lần sạc dùng đc 6 ngày. Trừ lần đầu sạc máy bị nóng thì đến giờ vẫn ok. Nhận máy xong tầm 3 ngày sau có tin nhắn gửi mã bảo hành về máy mình. Ncl chất lượng ok",5,2020-12-16 08:39:03,4460537443
z32ur80gksz6kti39aq4l6yruir5,Hshsiswj jdjekqma ksksnzwkwl ksma sndowo ksnsnsskks ksmsnsjeks ksksnssnsk,5,2020-11-20 19:41:26,4460537443
ngovan72,Điện thoai nhìn rất Đẹp và sang. Giá sale tốt cho điện thoai  thương hiệu Samsung. Rất yên tâm khi xài hàng mua từ shop mall chính hãng. Đóng gói chắc chắn.,5,2020-12-11 21:28:11,4460537443
peony142,"Mình mua giá flashsale nhưng ko phải tốt nhất. Hàng xinh nhỏ gọn. Nói chung khá ưng. Chỉ có cái cảm giác mong manh dễ vỡ, khó tìm ốp lưng và dán màn hình càng khó, chỉ có thể đặt mua từ TQ ^^' ",4,2020-12-11 22:26:28,4460537443
tra2412.2002,Syujjuyygtyyyyuhhhhhhhhhhhhhhhhhiiiooolmmbccđffhkkmn,5,2020-12-17 22:34:16,4460537443
bobaocong,"Điện thoại dùng 3 ngày thì chết nguồn. Nt shop thì bảo khách bấm nhận hàng rùi nên ko thể đổi trả. Phải mang lên hãng bảo hành, mất thêm 200k nữa. Chán",1,2020-11-21 12:34:12,4460537443
l*****4,"Lan dau mua hang dien tu cua shopee, nhung minh mua shopee mall nen an tam lam ạ. San pham ghn, dong goi can than.",5,2020-11-25 17:14:07,4460537443
m*****7,"Sản phẩm chính hãng, bản đặc biệt 2GB RAM, giao hành siêu tốc, shop hỗ trợ tư vấn nhiệt tình.",5,2020-11-28 13:54:30,4460537443
hoangthivanth,"Đã nhận được máy. Nhìn nhỏ gọn, ok. Giao hàng nhanh. Đánh giá mang tính chất nhận xu",5,2020-11-22 09:01:07,4460537443
tienietine,"Giao hàng nhanh đầy đủ, không hư hỏng.
Goooddddddddddddddddddddd",5,2020-11-19 16:48:50,4460537443
tommy09022011,,1,2021-01-11 09:24:15,4460537443
kaden304,Giá mắc hơn Nguyễn Kim. Ai đang muốn mua thì hãy lên Nguyễn Kim mua với giá rẻ hơn rất nhiều . ,1,2020-12-21 19:41:01,4460537443
ub_nq80ovr,,5,2020-12-08 08:22:28,4460537443
habata123,"Chat luong san oham tot, dong goi can than tuy nhien giao hàng hoi cham szzszzzzzzzzz",5,2020-12-31 16:28:10,4460537443
bangbabangbabangba,Tốt,5,2020-12-22 09:27:23,4460537443
yen.nhi2018,"Load hơi chậm xíu. Nhưng với tầm giá thì ok. Ko có gì băn khoănb
hyfddfujnj",5,2020-12-30 10:25:11,4460537443
xuanmaidinh,"Giá rẻ máy đẹp.....rất ưng,cam on shop",5,2020-12-28 11:30:53,4460537443
nhuanngoc,pin nóng quá mức,5,2020-12-30 20:56:08,4460537443
chamlung,Máy màu sắc nét. Đang dùng thử nên chưa đánh giá đc chất lượng. Hihi,5,2020-12-19 21:37:18,4460537443
shoupette,"Hình như nhiều bạn nhầm, này là phiên bản mới ram 2gb, phiên bản cũ ram chỉ có 1gb mà nhiều nơi khác bán rẻ hơn, mấy tháng trước mình định mua nhưng ram 1gb nên biết mua về cũng vậy máy chậm ko làm gì nổi, bây giờ lại sale phiên bản mới ram 2gb này với giá rẻ, ko mắc hơn bản cũ là bao",5,2020-12-16 12:18:10,4460537443
q*****b,GIAO HÀNG NHANH.5SAO,5,2020-11-27 00:22:33,4460537443
binhlingg123,"Ok, ghn",5,2020-12-21 16:19:08,4460537443
buithaoquang010981,Good giao nhanh hàng chuẩn 5sao,5,2020-11-24 01:21:04,4460537443
suhao203,Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,5,2020-12-16 19:49:47,4460537443
h*****y,"Điện thoại nhỏ, gọn, tất cả như thông tin quảng cáo. Mình đã thử các tác vụ thường ngày như nghe, gọi, nhắn, lướt fb, zalo, grab, coi youtube, các app mua hàng qua mạng... đều ok. Mặt lưng điện thoại có vẻ trơn, bám mồ hôi tay, sẽ dễ bị trơn trượt rơi vỡ nên chắc phải đi dán và ốp lưng. ",5,2020-11-24 13:30:51,4460537443
phamvan9699,"Máy đẹp, còn rất mới. Mong là sớm nhận bảo hành chính hãng. 3 ngày sau nhận được bảo hành của hãng samsung. Rất hài lòng
",5,2020-12-25 18:40:08,4460537443
hainguyencm,Máy cho phụ huynh dùng ok,5,2020-12-24 18:25:41,4460537443
t*****n,"Hàng chính hãng, bảo hành điẹn tử tự kích hoạt, xài ổn trong tầm giá..............",5,2020-12-23 08:03:38,4460537443
lmai1988,"Hàng chính hãng, giao cực nhanh",5,2020-11-26 13:43:02,4460537443
phanhuehuephan92,"Máy nhìn nhỏ gọn, dễ thương",5,2020-12-25 13:50:33,4460537443
l*****p,,5,2020-12-23 08:47:38,4460537443
c*****4,,5,2020-12-23 08:50:00,4460537443
c*****4,,5,2021-01-08 09:34:06,4460537443
2c_7sdsher,,5,2021-01-03 08:51:24,4460537443
duytrangiuse,,4,2021-01-12 20:07:49,4460537443
xuanhong_n_1041,,1,2020-12-28 13:42:38,4460537443
wx4gbbt69h,,5,2020-12-17 20:41:32,4460537443
danhnhan999999,,5,2020-12-16 11:22:52,4460537443
j*****z,,5,2020-12-12 18:37:22,4460537443
lemon_2201,,5,2021-01-11 23:11:02,4460537443
91d5y4io0k,,5,2020-12-10 21:56:40,4460537443
tamhangoc,,5,2021-01-07 21:41:00,4460537443
giangkkhp,"Sản phẩm phù hợp giá tiền, nhìn hơi cổ màn hình ko sắc nét lắm, chữ hơi bé, mua cho mẹ hơi khó đọc, mua làm đt dự phòng thì ok",5,2021-01-06 07:45:51,4460537443
duc_thoai08,"Máy đẹp, giống ảnh",5,2021-01-15 20:56:59,4460537443
dtclett,"Điện thoại đúng nhu mô tả, giao hàng nhanh, đóng goi cẩn thận.",5,2020-12-15 09:15:20,4460537443
daonoithat08,"Giao hàng nhanh, đóng gói cẩn thận, mình đã text hàng thấy ok. Giá thì quá được luôn. Ko biết mua đâu được rẻ vậy luôn. ^^.",5,2020-12-23 18:25:16,4460537443
trunghieuhieu,"Ok.................................,.............",5,2021-01-05 17:14:18,4460537443
thomhai14,Sản phẩm chính hãng,5,2020-12-24 13:39:10,4460537443
huynhpham0801,"Hàng giao nhanh, mới không tì vết.",5,2020-12-16 19:38:45,4460537443
ck_d3vil,,5,2020-12-12 02:53:36,4460537443
thanhha293,"Giá ổn, hàng đẹp quá trời luôn, ưng ý hết sức. Chuẩn bị hàng cũng nhanh",5,2020-12-03 17:18:57,4460537443
neko_vic_0618,"Sản phẩm tốt, đóng gói đảm bảo và đầy đủ phụ kiện đi kèm, giao hàng nhanh.",5,2020-11-21 15:21:17,4460537443
luongbaochauy,,5,2021-01-01 17:57:28,4460537443
anmymun8,,5,2020-12-19 06:34:09,4460537443
vn8718_20041,Hàng chính hãng giá rẻ hơn là mua trực tiếp còn có voucher của shopee flash sale của samsung. Đã dùng điện thoại gần 1 tháng thấy ổn,5,2021-01-03 17:53:16,4737194401
n*****9,"Hàng chính hãng giá 3tr790! ĐT đẹp, giao hàng nhanh Niêm phong tốt. ",5,2020-12-02 19:59:15,4737194401
quynhanh8300,"Máy dùng ok trong tầm giá mua 3695k. Hàng chính hãng, cám ơn shopee và samsung",4,2021-01-07 21:05:40,4737194401
baokhangcc,Tốt ,5,2020-12-10 23:41:41,4737194401
c*****y,Sản phẩm giao cẩn thận. Hai bên đồng kiểm an tâm.  Màn hình to. Cam loa chấp nhận đc trong tầm giá để mình xài thử xem sao,5,2020-12-19 23:19:28,4737194401
thuongtuyen28042002,Máy pin cực kì yếu mặc dù thấy ghi pin 6000 nhưng rất yếu dùng liên tục đc gần 2h là hết pin yếu hơn cả con lg 7 mình đang dùng mình yêu cầu đổi máy khác shop không chịu chán luôn.shop ghi là hcm nhưng lại gửi từ hn quá thất vọng,1,2020-12-19 18:27:46,4737194401
b*****4,"Nhận đuoc đt, mua cho mom rất thích, dùng chưa thấy lỗi gì....",5,2020-12-20 21:19:20,4737194401
ayephnq,Đã nhận được hàng gần 1 tuần nhưng giờ mới đánh giá... máy OK !,5,2020-12-22 19:57:11,4737194401
trankimchi92,"Điện thoại mình cảm giác màn hình ko được sáng lắm, ánh sáng vàng ,bin 6000 nhưng tương đương với a 20s bin 4000,ko biết máy máy có vấn đề gì ko nữa",5,2020-12-13 07:40:37,4737194401
quynhvu321,"Điện thoại dùng ổn trong tầm giá.  Chỉ có sạc đi kèm,  ko có tai nghe, ...",5,2020-12-12 12:22:16,4737194401
0jmwjjs47s,Jsjxjxjsnsjdjdjsjskxusjsjsjsjsixjdnsjxkdjsndkxkdjsjdd,5,2020-12-15 18:00:13,4737194401
t*****0,"Điện thoại khá ổn, lứơt mựơt, giá cả phù hợp vì mua được giá flash, có điều cài đặt hơi lâu :)) vì lần đầu mua đt online ",5,2021-01-05 21:59:21,4737194401
nguyen494,"Điện thoại mua lúc giảm còn 3,6tr, giá khá hợp lý, bên trong phụ kiện chỉ có bộ sạc mà không có tai nghe.",5,2020-12-23 08:42:33,4737194401
s*****e,"Sản phẩm được đóng gói chắc chắn, mua được giá tốt , cảm thấy hài lòng",5,2020-11-17 16:42:14,4737194401
v*****8,"Thời gian giao hàng nhanh
Shop phục vụ tốt chất lượng sản phẩm phù hợp giá tiền",5,2020-12-16 20:02:16,4737194401
j*****s,"Giao hàng nhanh giao nhanh và đóng gói rất tốt, không móp méo hộp
Samsung giao nhanh, shopee xử lý đơn lẹ
Điệm thoại nguyên seal tốt chất lượng",5,2020-12-13 20:48:07,4737194401
k*****7,"San pham nhu mo ta tren web cua shop, shop dong hang nhanh, can than",5,2020-12-16 12:11:19,4737194401
thanhhan6,"Đóng gói kỹ  còn tem mác, niêm phong tốt, tư vấn nhiệt tình. Sau gần 7 ngày xài thử thì thấy máy dùng lâu hơi nóng, pin khủng nhưng xài nhiều thì cũng tầm 1 ngày sạc 1 lần,quay clip thì đỡ bị rung, nhiễu nhưng màu sắc thì k thích bằng con A10 cũ, máy đôi khi dùng app hơi lag, bàn phím k nhạy lắm",5,2020-12-05 12:23:39,4737194401
babesheep.00,Ngoại hình hơi bthg nếu lưng kính màu loang như a21s thù đẹp hơn mua flashsale nhưng giá bằng lúc bthg :))),5,2020-12-29 23:23:41,4737194401
